id,Time,Comment,Time_owner,Comment_owner,Score
75,3 months ago,"Was a fun day with drinks and lunch and whales! Very knowledgeable guide... saw the arch , sea lions, pelicans, & whales. Beautiful clean boat too!  Highly recommend ....",3 months ago,"Thanks for the awesome review! We work hard to meet expectations like yours, and we’re happy to hear we hit the mark for you. Come back and see us soon.",5
76,5 months ago,True it is expensive with all the additional fees BUT they are professional and have nice facilities! I went UTV riding and snorkeling   . Brain was an amazing tour guide with snorkeling and everyone was awesome at the UTV center. The food was great!,5 months ago,"Thank you for your amazing review and comments, especially regarding the service you received from our team members.All of us at Cabo Adventures look forward to welcoming you back in the near future and creating more fun memories. Hasta pronto!",5
77,2 months ago,"Joel, Brandon, Kike, Evaristo, davidWe had the best crew with us for the coolest zip line in the world!!Once we arrived, every step was smooth. We didn’t need to wait, and were never confused because everyone spoke English. We made multiple stops to take different zip lines in the park. It even had sports climbing as optional that we didn’t expect. The difficulty increased as we hiked further. They saved the harder zip lines for the end! Oh my the pendulum - most people screamed! We ended with a very cool, long, one line back to base camp. It was the “Superman” zip line and you get to see the whole canyon and fly through the trees! The crew did everything to make us feel safe. They are very professional and fun.The food at the end was authentic and very tasty. We LOVED this experience!!!",,,5
78,a month ago,We truly enjoyed the ATVv ride. Our guides Mario and Aline were fantastic and made the ride fun. The photographer provided amazing pictures. We would definitely book again.great Mexican lunch and tequila….,,,5
79,2 months ago,"We did the Off-Roading on the Polaris adventure. It was AWESOME. It’s not beginner nor is it intermediate, which makes it a lot of fun. Bic & Mario were fantastic guides and kept the spirits up!",,,5
80,5 months ago,Whale watching in Cabo was an amazing experience. We saw about 5 whales and the boat ride on the Pacific ocean relaxing by the arches was amazing. We were up so close to them. Divorce and Lovers Beach was beautiful from the boat view -,,,5
81,2 months ago,Fun ride along the coast and thru the desert.   Good instruction and safety equipment provided .  Included lunch and drinks.  Booked with Princess cruises.,,,5
82,a month ago,"Amazing trip on the two bay snorkel deal. There are plenty of fish to interact with, healthy provided meals, and the most excellent staff. Vianete and jhonny kept our cups full the whole trip! Mario made all 30 of us feel comfortable and at home while laughing the entire time. Fernando was in the water taking photos and helping with anything the rest of the crew needed the whole time. Definitely worth it",,,5
83,3 months ago,"We did the zip lining and ATVs and we had a wonderful time with our adventure team: Mago, Ladis, Brandon, Bicri and Angie. They were very knowledgeable and entertaining. The photos that were taken by their crew were incredible as well!",3 months ago,"Thank you for your amazing review and comments, especially regarding the service you received from our team members.All of us at Cabo Adventures look forward to welcoming you back in the near future and creating more fun memories. Hasta pronto!",5
84,4 months ago,"The four of us had an absolute blast yesterday on the “luxury sailing Cabo tour”! Jesus, the photographer (Mariela), and captain were absolutely amazing. They docked the sailboat at a bay where we could snorkel and see a beautiful variety of fishes. The food they served was delicious!We were celebrating our best friend’s 30th birthday and she lost her phone (in a waterproof container for pictures) when she was getting out of the water — The string had broken off. Jesus was a sweetheart—dove down and found it. A day that could have turned for worse was saved. We’re so grateful that Jesus (see photo) went out of his way to make sure we were okay and all enjoying ourselves. Thank you, Jesus!On the way back, we saw whale, dolphins, and seals. The captain and Jesus carefully maneuvered the sails which was an awesome experience in which we felt safe and well protected.Afterwards, Mariela showed us the photos she took which were AMAZING!All in all, we highly recommend this company and crew! In fact, we’re going back two days later for the sunset crew!Note: bring a sweater and sunblock! 😎",4 months ago,"We really appreciate your kind comments, Jesus will be happy to receive your feedback.From all the Cabo Adventures team we thank you for sharing your experience with other Adventurers!",5
